course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
AFVS 54S,Animating Science 1,Viel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4b86f3db7ed8ac54184516ae712aed6614c9da47f0116bd8527b821616de3e9027a326d021319432a3749412ad47ccc3&ReportType=2&regl=en-US,FAS-126181-2242-1-1-1,FAS-126181-2242-1-1-1(Viel),10,12,4.78,5.0,5.0,0.41633319989322654,5.0,5.0,5.0,0.0,6.67,6.0,6.0,2.78,4.78,5.0,5.0,0.44,0.89314,0.9467,0.9074,0.12010174020387882,0.0,0.0,0.0,0.0,"SO MUCH FUN!! Take this class. Ruth, Michael, and Alain are incredibly kind and supportive. You'll have a great time. Be prepared for the time commitment especially for the final project.",0.9654,,0.0,,0.0
AFVS 65,Photographic/Cinematic: introduction to lens-based practices 001,Pimenta,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fdb9f11d44e0765e06ca571bd2241d08d0fce5d00a6bf302a5d47cd328fe4abe81697e24af56e133cb637bc17e37ab29&ReportType=2&regl=en-US,FAS-220433-2242-1-1-001,FAS-220433-2242-1-1-001(Pimenta),11,19,3.73,4.0,4.0,1.0577043086102516,4.36,5.0,5.0,0.774009631135756,5.73,5.0,10.0,2.61,3.55,4.0,3.0,1.13,0.78185,0.9007000000000001,0.8621,0.2693375144064909,0.0,0.0,0.0,0.0,"TAKE THIS CLASS if you need a comprehensive intro to film technicalities and plenty of inspiration for your future projects.  Joana is very knowledgeable and always appreciative of effort and enthusiasm. A quick disclaimer, some assignments leave you feeling confused about their goals/expectations but sooner or later you come to understand that that is being done for your own creative freedom.",0.9442,,0.0,,0.0
AFVS 97,Tutorial - Sophomore Year 001,Harper,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=018c8a48404b427aaeddce7e97b882e273da0f0d75fa6b86fb4b06a477d1fab302cedaaa747eab650feb285cc923a913&ReportType=2&regl=en-US,FAS-113968-2242-1-1-001,FAS-113968-2242-1-1-001(Harper),16,22,3.38,3.0,3.0,1.276300311872305,3.18,4.0,1.0,1.5931206467735746,3.85,3.0,2.0,2.19,3.42,4.0,4.0,1.31,0.4185714285714286,0.5242,0.3919,0.5608743433672279,0.0,0.0,0.0,0.0,"This class provides a really great opportunity to try out different mediums and explore different areas and resources of the AFVS department. However, the class itself is extremely unstructured, and we had multiple classes where we went over time / started at different times, and we weren't told that there was a section  until the day before the first section, causing scheduling issues. You can't get out of taking the class, so I'd say use and learn from the resources and use the class as a way to both explore and meet other people within the department. It was really nice to be able to develop and explore a project and topic on my own, but I wish there was more support and less ""busy–work"" time–fill–in events and ""show and tell"" discussions.",0.9235,"Sharon is... interesting. Be prepared to take feedback given by her with a grain of salt and know that you may get extremely frustrated by there being no syllabus and her writing it/updating it as the semester goes on. Your time may not be respected and you'll have to be flexible if the experiential learning approach of this class continues. She picks favorites and frequently disrespects those whom she doesn't take a particular liking to (for no apparent reason). In critiques, she even compares students to one another...which is simply unprofessional. The class itself is fine and you gain a lot from going to different talks/watching different films–– the instructor just makes things unenjoyable at times and is overly–particular, passive–aggressive, critical, and sassy about everything.",-0.613,,0.0
AFVS 118C,Curating Contemporary Art 001,Byers,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5f7f539dbf20a37ad409fd8513203eb1ffa755b64a3720b1960bbce7025df71189767ab942c188ca08ca3ea8dcac109a&ReportType=2&regl=en-US,FAS-213509-2242-1-1-001,FAS-213509-2242-1-1-001(Byers),7,12,4.71,5.0,5.0,0.45604802157206864,4.86,5.0,5.0,0.348735088019777,3.33,3.0,3.0,1.97,5.0,5.0,5.0,0.0,0.96375,0.96375,0.9356,0.03981011178080264,0.0,0.0,0.0,0.0,"This class was wonderful!! I feel so incredibly lucky to have experienced it. Even though I do not necessarily come from an art history/visual arts background, I felt very supported and have taken so much away from this course. Every week we were seeing or doing something new, which kept it very exciting and something to always look forward to. I've definitely gained a major appreciation for contemporary art/artists as well as the entire process of curation—there are so many nuances I would have never considered.  We also had the opportunity to engage with many artists and curators from around the area, which I think was very eye–opening and valuable to experience first–hand. It was also just a genuinely lovely group – discussions were always so rich and thought–provoking. Take this course!! You will not regret it!",0.9919,,0.0,,0.0
AFVS 121S,Painting and the Multiverse 1,Strobert,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7e4be8d04cbb4dbed49b0fc4247d89c001125f5e27564bf43eb45d73ac8fb9bf9f8a1ed075e745840bdbf2eeda8e47d6&ReportType=2&regl=en-US,FAS-222905-2242-1-1-1,FAS-222905-2242-1-1-1(Strobert),10,12,4.44,5.0,5.0,1.0671873729054748,4.44,5.0,5.0,1.0671873729054748,6.22,6.0,6.0,1.48,4.44,5.0,5.0,1.13,0.6551400000000001,0.8979,0.7184,0.5497380403428528,0.0,0.0,0.0,0.0,"This class was amazing. Kianja and Exyl are the best, and they provided immense feedback and support to really explore any project or medium you really wanted to. They also had amazing insights about your work and art in general. However, the class did lack structure: it felt like the initial project dragged on for longer than needed (where weeks kept getting added to it), whereas the final project seemed quite rushed. It also felt hard to access Kianja and Exyl outside of class. You definitely could email them, but I didn't really see them around the studio outside of class time, and I wish that weren't the case. I would still highly recommend this class, and I really enjoyed the focus on process and all of the work that was produced. I also felt like discussions in this class were very thought–provoking, and I enjoyed the great variety of mediums and work that we ended up producing as a class.",0.9889,"The structure of the class is unconventional, and expectations are not clearly communicated",-0.3089,,0.0
AFVS 123R,Post Brush: Studio Course 1,Lemieux,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cb0a9dd54cc375109fac84d0934926a04902f2d4f66cff1a8d6518b3873a247e6e8020c9fcbd2e9207cdab93cf6a164b&ReportType=2&regl=en-US,FAS-119644-2242-1-1-1,FAS-119644-2242-1-1-1(Lemieux),7,9,4.0,4.0,4.0,0.926544574472728,4.17,4.5,5.0,1.0798428617445253,5.0,6.0,6.0,1.83,4.14,4.0,4.0,1.07,0.71358,0.8807,0.34,0.29153295182534683,0.0,0.0,0.0,0.0,"Overall, this is a great course! Annette and Kate are wonderful people and will provide great support and feedback throughout the course. It is important to note that the projects are not very structured, which is fun because you get a lot of creative freedom, but it can be daunting to design three separate, unique projects. But, your classmates and Annette/Kate will be there to support you along the way and you will definitely have an enriching time in the course!",0.9686,,0.0,,0.0
AFVS 124K,Abstraction 1,Strobert,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bea33e152fe94b623c699098b39c58c255fc38ff56eb0579f6ec9e92558c8f2c0efae2acb2e461ee876960dd8a0a3727&ReportType=2&regl=en-US,FAS-223943-2242-1-1-1,FAS-223943-2242-1-1-1(Strobert),9,11,4.78,5.0,5.0,0.41633319989322654,4.75,5.0,5.0,0.4351941398892446,6.0,5.0,5.0,2.65,4.78,5.0,5.0,0.67,0.6464666666666666,0.7444999999999999,0.7887,0.2898295131049746,0.0,0.0,0.0,0.0,"This class is a fun intro to abstract art, it is very hands–on and it gives you a lot of freedom of what you would like to work on. Kianja and Kathryn were great –– they were supportive while also offering helpful feedback. The workload is also quite manageable. The critiques can get very tedious, as they can last for the entire 3 hour class period with not much said, but there are only a couple of them, so the course overall is quite worth taking.",0.907,,0.0,,0.0
AFVS 136S,"Volumes: Sound, Sculpture and Space 1",--,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6a051af98ea2a77851da00050a7049df224e369bc5138cc1d6dfa5be5593a7045f06cc5686dfcbf8872fb549a397e995&ReportType=2&regl=en-US,FAS-220717-2242-1-1-1,FAS-220717-2242-1-1-1(--),6,11,4.5,4.5,4.0,0.502518907629606,4.83,5.0,5.0,0.3775251680686369,4.0,3.5,5.0,3.46,4.5,5.0,5.0,0.84,0.3887333333333333,0.4588,0.7074,0.35886723636093243,0.0,0.0,0.0,0.0,Taking chances is rewarded! Be willing to produce! Come with curiosity!,0.7074,,0.0,,0.0
AFVS 149H,Ghost Image 001,Helmar,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1c2b4a5e0eac813102681914b482bedbb82f6c89dde7a2568e9f414c41fc7c209143a843448f1e6a772159bbbe2818d5&ReportType=2&regl=en-US,FAS-222804-2242-1-1-001,FAS-222804-2242-1-1-001(Helmar),7,10,4.57,5.0,5.0,0.497569851956243,4.83,5.0,5.0,0.3775251680686369,6.29,5.0,10.0,2.63,4.83,5.0,5.0,0.41,0.93532,0.9747,0.9884,0.09701366913997221,0.0,0.0,0.0,0.0,"Patrice is one of those incredibly rare professors that you can only hope to encounter one day in your educational journey. They care so deeply about their students and give so much of themself to the class. They are supportive, encouraging, and validating of everyone as students, as artists, and just as people. They are hilarious and clever and I always looked forward to this class above all others. I always knew Patrice was genuinely looking out for me and cared about my success and happiness. They are so full of wisdom and insight and I could listen to them talk all day! They will help guide you in your photography with warmth and refreshing honesty, pushing you to reach your full potential and helping you follow your interests. Harvard would be a much better place if there were more professors like Patrice. I will say if you are considering taking this class specifically, you should actually read the syllabus and pay attention when Patrice describes the seminar content. It was very clear that some people did not know what they were getting into and had a bad attitude as a result. This was not just a photography studio and some people were upset when it wasn't what they expected which definitely took away from their ability to learn and appreciate the course.",0.9945,,0.0,,0.0
AFVS 150B,Film Direction: From Script to Screen 001,Gomis,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=81b83b6a29c21490dee221e14e269135e1ca993c883e1dac969c58431f0b5922d1155f986cc723bedc218da938cedf08&ReportType=2&regl=en-US,FAS-113516-2242-1-1-001,FAS-113516-2242-1-1-001(Gomis),5,9,4.5,4.5,4.0,0.502518907629606,5.0,5.0,5.0,0.0,15.0,15.0,20.0,7.07,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
AFVS 152F,The Bolex: Working in Film 001,Guzzetti,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a3f62713a4a2f3a2203b0ead48c69d2542c749852b1c2e702583e457bb2436a937cb1bfd4664e4b944c6e2f0f7fabfd6&ReportType=2&regl=en-US,FAS-220435-2242-1-1-001,FAS-220435-2242-1-1-001(Guzzetti),6,11,4.5,4.5,4.0,0.502518907629606,4.83,5.0,5.0,0.3775251680686369,5.83,5.5,5.0,1.47,4.83,5.0,5.0,0.41,0.83585,0.83585,0.8065,0.04150716805565032,0.0,0.0,0.0,0.0,"This was a great class! Intimate group, great instruction, alot of work but well worth it!",0.8652,,0.0,,0.0
AFVS 155,Documentary Fictions 1,Pimenta,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0920dbb1b050c3b6b556bf575fe6dc162b61b71e3de2383ccb21d2dfe5ed5399bcafee23465c60747dd7e9b0d978d23c&ReportType=2&regl=en-US,FAS-205241-2242-1-1-1,FAS-205241-2242-1-1-1(Pimenta),6,10,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,9.0,10.0,10.0,1.73,5.0,5.0,5.0,0.0,0.7287,0.7287,0.7287,-1.0,0.0,0.0,0.0,-1.0,"Taking this course is probably the best decision you'll make. I've never felt more supported as I completed a project, and I feel I improved so much.",0.7287,,0.0,,0.0
AFVS 158AR,Sensory Ethnography 1 1,Castaing-Taylor,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=144c0a3135de4a9def3a1cb3cc93a208b622f88b153e5e0cf2588cfc1f144d9e195b490578af4ec8146c18ab3d75475e&ReportType=2&regl=en-US,FAS-123220-2242-1-1-1,FAS-123220-2242-1-1-1(Castaing-Taylor),6,9,4.0,4.0,3.0,1.005037815259212,4.33,5.0,5.0,0.9451631252505217,16.67,15.0,15.0,2.89,4.33,5.0,5.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
AFVS 158AR,Sensory Ethnography 1 1,Paravel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d4ffd47ad8bd4540bccb610a8c436a7d2f55bc25f07c2f29a15b218f58e4f4e8dd111626b4bb9c920d032bc39b907ade&ReportType=2&regl=en-US,FAS-123220-2242-1-1-1,FAS-123220-2242-1-1-1(Paravel),6,9,4.0,4.0,3.0,1.005037815259212,4.67,5.0,5.0,0.47258156262526085,16.67,15.0,15.0,2.89,4.33,5.0,5.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
AFVS 158BR,Sensory Ethnography 2 1,Castaing-Taylor,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9eff2395bff84ac544a799d873fd8c1c6d86b19352e99f1d00fb8eb5355f917baf6150fa75481718d9c3be5047d8c2a3&ReportType=2&regl=en-US,FAS-110043-2242-1-1-1,FAS-110043-2242-1-1-1(Castaing-Taylor),6,8,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,17.5,17.5,20.0,3.54,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
AFVS 158BR,Sensory Ethnography 2 1,Paravel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2519005628d5646e438233b50bf027901e5d84b3d62308f10eff01f0bcf44010389228dac383831a30bd36e15c07ff06&ReportType=2&regl=en-US,FAS-110043-2242-1-1-1,FAS-110043-2242-1-1-1(Paravel),6,8,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,17.5,17.5,20.0,3.54,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
AFVS 159H,The Essay Film 001,Hopinka,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e3cf07fceff807359c3310d1ab03f68855bd04802e965ad7b5d74e5a221bec4ac58e247cc19e720f1743467b1913c4c2&ReportType=2&regl=en-US,FAS-222859-2242-1-1-001,FAS-222859-2242-1-1-001(Hopinka),5,8,4.4,4.0,4.0,0.49236596391733095,4.5,4.5,4.0,0.502518907629606,6.4,5.0,5.0,2.51,4.25,4.5,5.0,0.96,0.937,0.937,0.937,-1.0,0.0,0.0,0.0,-1.0,"A great course! Sky is an open–minded instructor and the TA was great too. If you want to expand the more narrative/experimental skills of your filmmaking this is a great course. You need to know the basics of video editing, but that's pretty much the only thing that you need to know.  The workload can get a bit tedious, as you must edit about a film a month, but it is worth it.",0.937,,0.0,,0.0
AFVS 160,"Modernization in the Visual United States Environment, 1890-2035 001",Stilgoe,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=34515d5ebc7628cc47cd88d3e0e0d5125a859d4e7342f460abce019c8ed0b1c35528bf8ec0de79ca8b69b9b3dd5326d9&ReportType=2&regl=en-US,FAS-148176-2242-1-1-001,FAS-148176-2242-1-1-001(Stilgoe),20,20,4.82,5.0,5.0,0.7160497697278261,4.88,5.0,5.0,0.47736651315188405,3.12,3.0,4.0,1.32,4.76,5.0,5.0,0.56,0.6445090909090909,0.8014,0.4927,0.4038118805942823,0.0,0.0,0.0,0.0,"If you've made it far enough to read the Q–guide, you have either (a) heard tales of Professor John Stilgoe or (b) stumbled upon Harvard's best (or worst?) kept secret. Here's my advice...If you selected option (a) above: you know that this guy is special. He teaches you how to see the world, and how to develop your own lens for doing so. The readings are interesting and rewarding, if you choose to do them, and the assignments are a breath of fresh air. If reading through a year of a magazine sounds fun, this class is for YOU! 10 pages will feel like nothing, and you'll be surprised by how well you write when you get to choose your own topic. Professor Stilgoe, himself, is somebody to know and a bad man to cross. Go to his office hours, get to know him. All of the amazing stories you have heard are true.If you selected option (b) above: you are about to understand what Harvard is supposed to be like. I find it hard to process what's happening at this school and in general, I suck at debating politics. This class shows you how to filter out that noise and form your own opinions. The assignments are all manageable, and honestly help you heal from other classes' work. If you choose to attend office hours or coffee hour before lecture, you will find a mentor in Professor Stilgoe. Or, you could continue living your life and forget you ever read this. The choice is yours.",0.9792,"TAKE THIS COURSE! Take a Stilgoe course before you leave Harvard! It has taught me more about how to think about the world, and actually prepare me for life after college, than all of my other courses combined.",-0.1984,,0.0
AFVS 167,"Adventure and Fantasy Simulation, 1871-2036: Seminar 001",Stilgoe,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=aac863ea8581a22c85709166e66ac5dcd4c132c50f79db9d5966cdeda663af48962b61d2f227376a624ae16e3fd3e668&ReportType=2&regl=en-US,FAS-142149-2242-1-1-001,FAS-142149-2242-1-1-001(Stilgoe),9,11,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,4.0,3.5,3.0,1.2,5.0,5.0,5.0,0.0,0.5177666666666667,0.6574,0.0,0.4168905020106199,0.0,0.0,0.0,0.0,"Professor Stilgoe creates space for wide–ranging conversations that are hard to come by in seminars at Harvard. He let conversations among our group flow freely. Most importantly, he has a genuine interest in the well–being and success of his students.",0.9168,,0.0,,0.0
AFVS 172,Contemporary Moving Image Practices 001,Nash,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=40a518a0486d374db2b1ba8ab89881089fbb08a695013c254d670917a34caa42accf2ef04d53fad8c94e20e7a068bccd&ReportType=2&regl=en-US,FAS-222792-2242-1-1-001,FAS-222792-2242-1-1-001(Nash),10,14,4.2,4.0,4.0,0.7521014330903549,4.89,5.0,5.0,0.31446603773522014,3.6,3.5,2.0,1.65,4.1,4.5,5.0,1.1,0.8414666666666667,0.8658,0.9402,0.1128844246711358,0.0,0.0,0.0,0.0,"Aily is a great person! She has a lot of wisdom that should be tapped into, especially with her career. All the guests love hearing questions and answering if you are interested.",0.9402,,0.0,,0.0
AFVS 177,Traditions of Avant-Garde Cinema 001,Guest,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=362bbc388f78ac8fc549a96ac98e851d2c569d461e81def70f510f84bb5140041cff5dc6770219a7bcfdd04bfcb1cde5&ReportType=2&regl=en-US,FAS-222790-2242-1-1-001,FAS-222790-2242-1-1-001(Guest),8,14,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,3.14,3.0,2.0,1.21,5.0,5.0,5.0,0.0,0.7529571428571429,0.8615,0.7351,0.3452603937954794,0.0,0.0,0.0,0.0,"Professor Guest facilitates seminars expertly. All students get involved in discussions and are invested and engaged in the topics. It goes without saying, but getting to watch dozens of 16mm experimental films in a cinema for 13 weeks straight is a ridiculous privilege, so taking a course like this is a once–in–a–lifetime opportunity. If you love love films or barely ever watch movies, this class is so great for you because either way it is going to challenge all the assumptions you have about film as a medium. It is impossible to come through this course without having a dramatically altered perspective on the potential of the film medium in art. Professor Guest has an encyclopedic knowledge of these films and film history in general so he is an excellent person to lead rich discussions.",0.9927,,0.0,,0.0
AFVS 196R,Directed Research: Studio Course 001,Prina,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6eca5251dcde4b445360c2b3f88179292844aa66c715bdcd42fb131450b793334b0da4f2fbad8f1097e1eff5f4e65f3d&ReportType=2&regl=en-US,FAS-119636-2242-1-1-001,FAS-119636-2242-1-1-001(Prina),6,10,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,7.5,7.0,6.0,1.91,5.0,5.0,5.0,0.0,0.8264,0.7804,0.7804,0.09080506593797509,0.0,0.0,0.0,0.0,"TAKE THIS COURSE!!! Professor Prina will most likely be gone, but I believe the class will still be a great opportunity to be given a sizeable art budget and create self–directed work.",0.931,,0.0,,0.0
AFVS 198F,Feminist Approaches to Film 001,Nash,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=effb1fd88e70b23ebd2106673c59c6ab63a91e8614f954114400a96c333c8e55f8e268af80ab542645bd4e36a0ec548f&ReportType=2&regl=en-US,FAS-222791-2242-1-1-001,FAS-222791-2242-1-1-001(Nash),7,11,5.0,5.0,5.0,0.0,4.86,5.0,5.0,0.348735088019777,2.86,3.0,3.0,1.21,4.86,5.0,5.0,0.38,0.695525,0.9096500000000001,0.8971,0.4644728149561967,0.0,0.0,0.0,0.0,"Aily and TF Yongyu were incredible. This course was one of my favorite courses taken at Harvard. Every film choice was intellectually fruitful towards the goals of the class, and the readings paired so nicely to provide us with a framework for our class discussions. Assignments were meaningful and offered so much flexibility for diverse interests + creativity. I'd highly recommend this course, even if you don't have any film experience!",0.9628,,0.0,,0.0
AFVS 215,Critical Printing 001,Roberts,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=49b711dc255b20183538c19e40fa496559958aaa7bf876ac2b9c0ed634978d6d6b06239cbb17fb8e82713e99e5a8b0d5&ReportType=2&regl=en-US,FAS-205183-2242-1-1-001,FAS-205183-2242-1-1-001(Roberts),7,10,4.83,5.0,5.0,0.3775251680686369,5.0,5.0,5.0,0.0,8.2,8.0,8.0,3.49,4.8,5.0,5.0,0.45,0.9313333333333333,0.9721,0.8271,0.09097946654786089,0.0,0.0,0.0,0.0,"Take this course if you have any interest in prints, be it intaglio or 3d printing or somewhere in between. First: Jennifer and Matt are huge fans of each other, and the way they navigate their conversations about printmaking gives you a firsthand perspective on how art history and artmaking are disciplines that are construed as different, but largely overlapping. Second: the people in this class are selected for the interdisciplinary perspective they might offer to printmaking questions, and so you're guaranteed to emerge with at least one out–there, wacky angle on the print tradition and print futures that you might not ever be able to encounter outside the highly free, cross–disciplinary, encounter–based discussions we have. Third: the course is extremely time–consuming—you enact the practice of spending way too many hours in both the studio and in HAM, allowing you to understand the practical considerations of why most people just specialize in one discipline. The amount of time required to become at least functional in some of the printmaking techniques introduced in studio + the amount of time required to be able to identify those techniques and theorize about them in master prints will sum to a huge chunk of your week. The only point of improvement I would recommend for the course is that, especially at the end of semester, it felt more like an AFVS course than an HAA course, and lost some of its interdisciplinary charm. I wish we had had one more class section in which we took a birds–eye view on what the two fields could learn from each other, and whether printmaking is a good frontier for the two disciplines to begin taking first steps towards joining again: i.e. modern printmakers must know the tradition and the techniques of print.Moreover, you should take this course if you're looking for a truly open environment where you can be as experimental as you want to be, in theory and in practice, with the full support of two brilliant and extremely kind and supportive professors.",0.9948,,0.0,,0.0
AFVS 215,Critical Printing 001,Saunders,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3acb3fa9d446bfc8b4e4b797725dba0b09d50af40b08af0e30335fd4eca394bedc8912da20ae23cd22358e8e8e17f90b&ReportType=2&regl=en-US,FAS-205183-2242-1-1-001,FAS-205183-2242-1-1-001(Saunders),7,10,4.83,5.0,5.0,0.3775251680686369,5.0,5.0,5.0,0.0,8.2,8.0,8.0,3.49,4.8,5.0,5.0,0.45,0.9313333333333333,0.9721,0.8271,0.09097946654786089,0.0,0.0,0.0,0.0,"Take this course if you have any interest in prints, be it intaglio or 3d printing or somewhere in between. First: Jennifer and Matt are huge fans of each other, and the way they navigate their conversations about printmaking gives you a firsthand perspective on how art history and artmaking are disciplines that are construed as different, but largely overlapping. Second: the people in this class are selected for the interdisciplinary perspective they might offer to printmaking questions, and so you're guaranteed to emerge with at least one out–there, wacky angle on the print tradition and print futures that you might not ever be able to encounter outside the highly free, cross–disciplinary, encounter–based discussions we have. Third: the course is extremely time–consuming—you enact the practice of spending way too many hours in both the studio and in HAM, allowing you to understand the practical considerations of why most people just specialize in one discipline. The amount of time required to become at least functional in some of the printmaking techniques introduced in studio + the amount of time required to be able to identify those techniques and theorize about them in master prints will sum to a huge chunk of your week. The only point of improvement I would recommend for the course is that, especially at the end of semester, it felt more like an AFVS course than an HAA course, and lost some of its interdisciplinary charm. I wish we had had one more class section in which we took a birds–eye view on what the two fields could learn from each other, and whether printmaking is a good frontier for the two disciplines to begin taking first steps towards joining again: i.e. modern printmakers must know the tradition and the techniques of print.Moreover, you should take this course if you're looking for a truly open environment where you can be as experimental as you want to be, in theory and in practice, with the full support of two brilliant and extremely kind and supportive professors.",0.9948,,0.0,,0.0
ASTRON 5,Astrosociology 001,Sonnert,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cc38a754a61a213935c3e594aa1e2de74b8038763f47fa86acd15916115c487252f67f2eec6fb10b1d44e1cb4194d857&ReportType=2&regl=en-US,FAS-205519-2242-1-1-001,FAS-205519-2242-1-1-001(Sonnert),22,25,4.68,5.0,5.0,0.5630903187506486,4.84,5.0,5.0,0.4815713303308872,2.16,2.0,3.0,1.3,4.95,5.0,5.0,0.23,0.9129461538461539,0.9465,0.9022,0.08511685707880876,0.07692307692307693,0.0,0.0,0.2773500981126146,"I was hesitant about the topic at first, but I am so glad that I chose to go through with it. Professor Sonnert is so kind and passionate about the topic, and he seemed genuinely happy to watch students from so many different academic backgrounds develop their own interests and have meaningful conversations about the state and future of space exploration. As a person who finds the topic of space to be moderately fascinating but isn't all that into the search for extraterrestrial life or similar pursuits, I certainly found myself in discussion with people on the opposite end of the interest spectrum, but I was not alone in my beliefs either. This was a great way to fulfill a divisional distribution requirement, and it is a class I will always remember!",0.9952,,0.0,"TAKE THIS CLASS! it's such a gem and you'll love coming to every class even though it is a 9 am. Professor Sonnert and Shelley are the absolute best duo. You get to play games, roleplay etc. The assignments are not difficult at all. TAKE IF YOU ARE LUCKY ENOUGH TO GET!",0.9519
