course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2024
ENG-SCI 291,Nano Micro Macro: Adaptive Material Laboratory 001,Aizenberg,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=87b00bc2b80b48f8fa6a19b6d17afade1d08ebd8e2328ff975834dc58405ca58ea5c03d1f8bc8ff8f002326b76334cd6&ReportType=2&regl=en-US,FAS-156219-2238-1-1-001,FAS-156219-2238-1-1-001(Aizenberg),11.0,14.0,3.64,4.0,4.0,0.7722458393307383,4.5,5.0,5.0,0.715873765076464,7.55,5.0,5.0,5.2,3.45,3.0,3.0,0.82,0.80865,0.8306,0.9916,0.1687283111988027,0.0,0.0,0.0,0.0,"I love the vision of this course–– uniting engineers and designers to make better materials at every length scale. While the vision of this course is inspiring, for engineers (especially graduate students) it isn't super rigorous. This is partially due to the mixed students in the class–– design students will not be able to keep up with graduate level engineering and engineers are limited in design. In all honesty, I am not sure how this will be solved in the future, but I would love to see this course succeed. I do not think the night–time demo sessions were necessary or helpful. Instructors are absolutely passionate and want you to succeed. I think Jonathan and Joanna put their hearts into this class and I can't wait to see how it continues to grow. I would recommend it, but more as a fun class where you are learning about productization.",0.9916,,0.0,,0.0,,,,,,,,,
ENG-SCI 291,Nano Micro Macro: Adaptive Material Laboratory 001,Grinham,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6869f5a941e9c49315c235939cc1fe57b8b480e3709a199c430215bd8d1fedc97ab6d038ee20f62991eee9b0506e7b86&ReportType=2&regl=en-US,FAS-156219-2238-1-1-001,FAS-156219-2238-1-1-001(Grinham),11.0,14.0,3.64,4.0,4.0,0.7722458393307383,4.3,4.5,5.0,0.7849596270902193,7.55,5.0,5.0,5.2,3.45,3.0,3.0,0.82,0.80865,0.8306,0.86,0.1687283111988027,0.0,0.0,0.0,0.0,"I love the vision of this course–– uniting engineers and designers to make better materials at every length scale. While the vision of this course is inspiring, for engineers (especially graduate students) it isn't super rigorous. This is partially due to the mixed students in the class–– design students will not be able to keep up with graduate level engineering and engineers are limited in design. In all honesty, I am not sure how this will be solved in the future, but I would love to see this course succeed. I do not think the night–time demo sessions were necessary or helpful. Instructors are absolutely passionate and want you to succeed. I think Jonathan and Joanna put their hearts into this class and I can't wait to see how it continues to grow. I would recommend it, but more as a fun class where you are learning about productization.",0.9916,,0.0,,0.0,,,,,,,,,
ENG-SCI 297,Professional Writing for Scientists and Engineers 001,Smith,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c443fc464ff411e0f8ca4a37780e6d7d2424e05565765886f6bc7cb26bf794b9619c17cd9517aa7a6fb038cc519231d8&ReportType=2&regl=en-US,FAS-207614-2238-1-1-001,FAS-207614-2238-1-1-001(Smith),15.0,17.0,4.87,5.0,5.0,0.3379976689896311,5.0,5.0,5.0,0.0,5.57,5.0,5.0,2.87,4.93,5.0,5.0,0.27,0.659,0.9092,0.0,0.4040414799250196,0.0,0.0,0.0,0.0,"This course was EXTREMELY helpful for me this semester while I was working on a scientific paper. I found that the structure and content of the course was very applicable to my writing, and I was able to make enormous progress on my writing over the course of the semester. I am very grateful for the feedback and insight Suzanne provided, as well as for the peer–review part of the course. It is most helpful if you are working on some sort of writing over the course of the semester. The coursework was not difficult but since most of the assignments are related to a final deliverable of a paper/statement/proposal it is a situation where you entirely get out what you put it. I think this course would be very helpful for any scientist who wants to communicate effectively or who wants to lessen the intimidation of writing some work up.I even found that the process of writing the paper as laid out in the course was helpful for me to plan future research efforts and streamline my day–to–day work as a graduate student.",0.9666,,0.0,,0.0,207614,Primarily for Graduate Students,Engineering Sciences,Engineering Sciences,,Science & Engineering & Applied Science,,Seminar,Professional Writing for Scientists and Engineers
ENGLISH CACD,The Art of Criticism 001,Doherty,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bd3a39653cf674f3a70372aa1196efcc35017fed1d65e7b4c794ba08344ff79be7ec05e583d9dccea47cb2febd38567d&ReportType=2&regl=en-US,FAS-222534-2238-1-1-001,FAS-222534-2238-1-1-001(Doherty),7.0,9.0,4.71,5.0,5.0,0.4560480215720686,4.71,5.0,5.0,0.4560480215720686,4.86,5.0,5.0,1.77,4.86,5.0,5.0,0.38,0.71085,0.8955,0.9595,0.4106835119651141,0.0,0.0,0.0,0.0,"Fantastic experience! If you're interested in writing about art in any form, this is the course for you. Maggie was fantastic, the syllabus was very well structured, the workload was manageable, and the readings were super interesting. I grew a lot as a writer from this course.",0.9595,"I would recommend students to keep an open mind about their final longform criticism, since what I ended up with was not what I thought I was going to write when I entered the class.",-0.1027,,0.0,222534,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Workshop,The Art of Criticism
ENGLISH CACW,Advanced Creative Writing Workshop 001,Yoon,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6a79a9196b9e9aca60cc384a7eaa207ea5bbe0c313cc675e3f5ce5f7ff3f9aa0d55142a5367b77235d04942d4ca90ba3&ReportType=2&regl=en-US,FAS-220141-2238-1-1-001,FAS-220141-2238-1-1-001(Yoon),11.0,12.0,4.18,5.0,5.0,1.0317681205316698,4.36,5.0,5.0,0.8836906081367454,3.67,4.0,5.0,1.22,4.3,5.0,5.0,0.95,0.8214166666666667,0.91745,0.9865,0.2008469010631398,0.0,0.0,0.0,0.0,"It's a great course and I loved the pieces we read and the discussions we had. Professor Yoon is super friendly and passionate about what he does, but first and foremost he is so enthusiastic about his students and writing in general, which really just made me excited for class each week. I would recommend this course to anyone who wants to receive feedback on their pieces, and also find a really fantastic and safe environment for their ideas and questions.",0.9865,,0.0,,0.0,,,,,,,,,
ENGLISH CBBR,Intermediate Poetry: Workshop 001,Bell,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f0de7346f1175a436327d20010c04dc55e96d8c472454a50b8da2a1923e2aad518bd6e67acd6c88fe6eb810e28bff40b&ReportType=2&regl=en-US,FAS-146632-2238-1-1-001,FAS-146632-2238-1-1-001(Bell),7.0,11.0,4.71,5.0,5.0,0.4560480215720686,5.0,5.0,5.0,0.0,6.14,6.0,10.0,3.34,4.86,5.0,5.0,0.38,0.9136,0.9136,0.9041,0.0134350288425444,0.0,0.0,0.0,0.0,"well this is a workshop and if you take it you should like writing poems. if this is the kind of thing you enjoy taking seriously, you will love it. personally it was probably my favorite class this semester.",0.9231,,0.0,,0.0,146632,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Workshop,Intermediate Poetry: Workshop
ENGLISH CCEP,Ekphrastic Poetry: Workshop 001,Smith,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f3687cb9b78eee26ea79e9edade5ef9cd02d0404be5ad5814660a264e9da44c665798ac3e35490c315250b54f3d075c3&ReportType=2&regl=en-US,FAS-222527-2238-1-1-001,FAS-222527-2238-1-1-001(Smith),9.0,10.0,4.56,5.0,5.0,0.6863753427324667,4.67,5.0,5.0,0.4725815626252608,6.44,5.0,5.0,3.81,4.33,4.0,4.0,0.71,0.76975,0.81735,0.7783,0.1495830761371976,0.0,0.0,0.0,0.0,"Prof Smith is so inspiring as a discussion leader and will completely shape your thoughts on what poetry is, how it works, why it's important. She speaks so beautifully about poetry, and the class is worth it just to hear from her and be in dialogue with her. The syllabus is wonderful too. Having a pre–existing creative practice in another medium might enrich your experience in the class, particularly for assignments which encourage you to break form, but it's not necessary.",0.888,,0.0,,0.0,,,,,,,,,
ENGLISH CCFC,Poetry Workshop: Form & Content 001,Smith,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f4ea6ef0925254079b2ce74f7502d19db78c0beae1ce111db199dc375ecf2d6be4ef0f958e623e0aeae0cbb0ba230878&ReportType=2&regl=en-US,FAS-218756-2238-1-1-001,FAS-218756-2238-1-1-001(Smith),8.0,11.0,5.0,5.0,5.0,0.0,4.83,5.0,5.0,0.3775251680686369,7.0,4.0,4.0,7.53,5.0,5.0,5.0,0.0,0.86355,0.85685,0.8591,0.0655182671728528,0.0,0.0,0.0,0.0,"This is an amazing course! Working with Tracy Smith is an absolute honor–––her breadth of knowledge and experience alone is invaluable. Her feedback is always thorough and thoughtful, and her syllabus is full of other incredible poets. Beyond that, she is truly an incredible and kind human being. Since so much of the course is peer–focused, the experience will of course vary depending on the makeup of the class, but you can expect your peers will impact you for the better! Each of my classmates brought something really unique to the table and my view of poetry and art/writing has been changed forever. Definitely worth applying for!!",0.9499,,0.0,,0.0,,,,,,,,,
ENGLISH CCIJ,Intermediate Fiction Workshop 001,McCarthy,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b274ad95e3fcd0da0bf7779b0249a7ef096de494b1ca3c3513e2c3f11baa86a452ea6bf39ba9a621c9369c264701d7a0&ReportType=2&regl=en-US,FAS-222528-2238-1-1-001,FAS-222528-2238-1-1-001(McCarthy),12.0,12.0,4.92,5.0,5.0,0.2726599243442907,4.92,5.0,5.0,0.2726599243442907,5.0,5.0,5.0,2.63,5.0,5.0,5.0,0.0,0.938625,0.96535,0.899,0.0568476095740684,0.0,0.0,0.0,0.0,"There was a discussion at the beginning of this course on the ethics of autofiction. Of course, we were talking about our writing, but we were really doing much more than that, addressing a profound ethical issue with which many of us were about to be confronted. I came away from our discussion with a better understanding of myself, my peers, and the literary landscape we inhabit together. Professor McCarthy handled the discussion brilliantly, making it clear that we were free to submit whatever we wanted to him while still hearing our arguments for and against writing about the self in a collegiate setting. This is unlike any other creative writing seminar at this college in terms of the amazing feedback you will get, the wonderful community you will create, and the writing you will eventually produce.",0.9888,,0.0,,0.0,,,,,,,,,
ENGLISH CCSS,Fiction Workshop: The Art of the Short Story 001,van den Berg,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=83c48f5f28e9a5440954217f69339f24a52bca3a8a6539681de293d1d2bc71da04d60f1066284f131a901624b3e053ed&ReportType=2&regl=en-US,FAS-222516-2238-1-1-001,FAS-222516-2238-1-1-001(van den Berg),8.0,11.0,4.88,5.0,5.0,0.3365521159236311,5.0,5.0,5.0,0.0,5.5,5.5,5.0,1.31,4.88,5.0,5.0,0.35,0.831,0.9377,0.9694,0.212853776099932,0.0,0.0,0.0,0.0,"If you are interested in starting your creative writing journey, this is a great class to take. The professor is very flexible and understanding, the assignments are not too overwhelming, and you can enjoy and express yourself. Your assignments are effort–based, and the feedback can really help you develop your style. Definitely recommend for beginners.",0.9694,,0.0,,0.0,222516,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Workshop,Fiction Workshop: The Art of the Short Story
ENGLISH CFMR,Interiority & Experience: Writing Character-Driven Fiction: Workshop 001,Messud,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3e2b400a8a7e75524eb543f51c2d1a3da016ae37eb678036f840eea72b2342ab46f6d197a19e050439b1725329214430&ReportType=2&regl=en-US,FAS-160952-2238-1-1-001,FAS-160952-2238-1-1-001(Messud),12.0,13.0,4.91,5.0,5.0,0.2876234912646613,4.91,5.0,5.0,0.2876234912646613,4.73,5.0,5.0,1.56,5.0,5.0,5.0,0.0,0.7080875,0.7838,0.4926,0.3274505914201844,0.0,0.0,0.0,0.0,"Claire is amazing! She is such a sweetheart who brings snacks to every workshop and gives little kernels of life advice throughout. More importantly for your benefit, she is an amazing writer who gives incredibly detailed feedback. I've taken workshops before at Harvard, but was blown away at the amount of thought that Claire puts into her feedback — she will push you so much as a writer. If you get into any workshop of hers, you will not regret taking it! With all creative writing workshops, you get what you put in, so make sure that you have enough time in your schedule to put time into writing and workshopping other people's pieces in order for maximum impact.",0.964,,0.0,,0.0,,,,,,,,,
ENGLISH CGF,"Genre Fiction Workshop: Sci-Fi, Speculative Fiction, Horror, The Ghost Story, The New Weird 001",Mukherjee,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=602e9965d8537902e12c4cfc6bea825a9f96456f4ba5e720622412dcecee07909170e94aea31193258eadb3d283d9f92&ReportType=2&regl=en-US,FAS-213327-2238-1-1-001,FAS-213327-2238-1-1-001(Mukherjee),9.0,12.0,4.88,5.0,5.0,0.3365521159236311,4.75,5.0,5.0,0.6731042318472623,5.14,5.0,5.0,1.57,4.75,5.0,5.0,0.46,0.798125,0.8864,0.9175,0.2174259778254045,0.0,0.0,0.0,0.0,Take this seminar if you're interested in science fiction/magical realism/any exploration of the un–real!! You will read really cool texts and produce your own. Neel is great and class was always a great time.,0.943,,0.0,,0.0,,,,,,,,,
ENGLISH CHCR,Advanced Poetry: Workshop 001,Bell,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1beb8a80b2d18b380baf870323a5e751fdd39128f75f9de87c3280b07ebb92f76716704e64a312801ae8987b123c1c19&ReportType=2&regl=en-US,FAS-130000-2238-1-1-001,FAS-130000-2238-1-1-001(Bell),5.0,12.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.5,6.5,10.0,3.11,5.0,5.0,5.0,0.0,0.833,0.833,0.833,-1.0,0.0,0.0,0.0,-1.0,"Take this course if you can! It's a laid back atmosphere, but the poets who come are serious about their craft and committed to growing together. Really a bright spot in a courseload.",0.833,,0.0,,0.0,130000,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Workshop,Advanced Poetry: Workshop
ENGLISH CLAR,Getting the Words Right: The Art of Revision 001,van den Berg,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cbad25bbab0fee5b655f67c570a013aa1753ed23a7a0e4ada135ca42e3b7a7f450c096fde1f265a832a9b25ca8f8586b&ReportType=2&regl=en-US,FAS-222517-2238-1-1-001,FAS-222517-2238-1-1-001(van den Berg),10.0,11.0,4.89,5.0,5.0,0.3144660377352201,4.89,5.0,5.0,0.3144660377352201,5.56,5.0,5.0,2.65,5.0,5.0,5.0,0.0,0.719275,0.90465,0.9074,0.3942879359409458,0.0,0.0,0.0,0.0,"This course was fantastic. Writing workshops aren't always offered again, but I really hope that this one is. The course is well–structured and organized, the readings are useful without feeling overwhelming, and the two rounds of revision with feedback are super helpful. The first third of the course (before workshops start) has a very light workload. Reading your classmates' work/writing critique letters and doing revision exercises on your own work makes up most of the time spent on this class. Once workshops start, be prepared to spend some real time and energy. There's some flexibility with deadlines for everything except your own workshop if you need it.",0.9799,,0.0,,0.0,,,,,,,,,
ENGLISH CLLW,Life Writing 001,Thomas,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ed554d4e5c9ee7f84b6dc4e1795717ff48e25770ea5ab4020ed8a70932bf62055c5a655bc456b31e8cd319545454c48c&ReportType=2&regl=en-US,FAS-221780-2238-1-1-001,FAS-221780-2238-1-1-001(Thomas),10.0,12.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,3.9,2.5,2.0,3.35,5.0,5.0,5.0,0.0,0.9322428571428572,0.9312,0.9312,0.0450582163111552,0.0,0.0,0.0,0.0,"CLLW is amazing!! Take the class if you can!! I learned so much: reading about lives, writing about lives, and just enjoying reading and writing as a craft. Louisa is great at facilitating discussions, and she is always so supportive with student writing. Class itself is really chill but also so informative. Every week, we read one or two articles along with two workshop drafts, and we have an open discussion about the works. It has just been truly amazing to see how much I, along with the rest of my classmates, have grown as readers and writers throughout the course of the semester. I cannot emphasize how much I love this course and Louisa, I have truly become a better reader and writer through CLLW.",0.987,,0.0,,0.0,221780,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Workshop,Life Writing
ENGLISH CLR,Introduction to Screenwriting: Workshop 001,Syeed,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e9332495d2662f9bc67b9723ec5bc5b60b1057578d95474cb8145ac453b7020ea17667c8dabb9396609a8d8255b16588&ReportType=2&regl=en-US,FAS-116874-2238-1-1-001,FAS-116874-2238-1-1-001(Syeed),8.0,12.0,5.0,5.0,5.0,0.0,4.75,5.0,5.0,0.4351941398892446,4.86,3.0,2.0,5.05,5.0,5.0,5.0,0.0,0.64498,0.7118,0.7118,0.3237675045460862,0.0,0.0,0.0,0.0,i really really loved this class. musa is such a great professor and the class was a wonderful introduction into screenwriting as someone who hasn't formally studied and worked in the field,0.9227,,0.0,,0.0,116874,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Workshop,Introduction to Screenwriting: Workshop
ENGLISH CMFG,Past Selves and Future Ghosts 001,Cundieff,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=509ca43f2aaeb94ad7912b3e4ddab6a9041b32ae8e748ae72430b8341a4a9d428052bb07d3ebc4cc487e55e866930b0c&ReportType=2&regl=en-US,FAS-222846-2238-1-1-001,FAS-222846-2238-1-1-001(Cundieff),8.0,9.0,4.86,5.0,5.0,0.348735088019777,5.0,5.0,5.0,0.0,4.86,4.0,3.0,2.27,5.0,5.0,5.0,0.0,0.7680666666666667,0.9416,0.9953,0.3866952064180091,0.0,0.0,0.0,0.0,"Melissa is so kind, funny, and thoughtful. The feedback that she provides is insightful and encouraging. Apply if you can! You only need enthusiasm and a willingness to participate. An encouraging (and stellar) class community also made this SUCH an enjoyable course. We read Melissa Febos' Body Work, Hanif Abdurraqib's They Can't Kill Us Until They Kill Us, among others. It was great. I think I learned more from reading & giving feedback to peers' writing, which was more than half of the course time–wise. I learned about strategies to employ to craft a moving piece: jumps in time, what it looks like to weave introspection with narrative, different writing styles. I loved that this course gave me the permission to think about writing and write freely in an unstructured way. I had a really lovely time, and would recommend the class to anyone who is interested.",0.9953,,0.0,,0.0,,,,,,,,,
ENGLISH CNFD,Creative Nonfiction 001,Doherty,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fad58bde7a872a65bbf216e4a11e62aeb517590ebdb344fcc743e5284c913faba6e9d6cc04be6cb2d0ec10d242f9150b&ReportType=2&regl=en-US,FAS-222535-2238-1-1-001,FAS-222535-2238-1-1-001(Doherty),11.0,13.0,4.73,5.0,5.0,0.4461960433384737,4.91,5.0,5.0,0.2876234912646613,5.18,3.0,3.0,3.95,4.91,5.0,5.0,0.3,0.8669,0.93385,0.5563,0.1432833556279305,0.0,0.0,0.0,0.0,"I loved this class! It was an amazing experience to read these pieces every week and then practice writing through the weekly assignments. In the workshopping section of the course, it was super fun to read and work alongside the class as we were helping each other on our pieces. This class definitely instilled in me a love for writing, and it's allowed me to take on a new confidence when I write. If you're at all interested in reading/writing nonfiction, I would definitely recommend.",0.9877,,0.0,,0.0,,,,,,,,,
ENGLISH CPY,Fiction Writing: Workshop 001,Yoon,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9c7f6f99302680fe0db3e12e88b281d051fae7dcefb619a7fec114f69fcbde353b3e977d9fcbaac5a463878a663b1fe9&ReportType=2&regl=en-US,FAS-203264-2238-1-1-001,FAS-203264-2238-1-1-001(Yoon),9.0,12.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,3.67,3.0,3.0,0.87,5.0,5.0,5.0,0.0,0.87585,0.93365,0.9927,0.1766273640019737,0.0,0.0,0.0,0.0,"TAKE. THIS. COURSE. I know you read that under every Q guide for a class that isn't awful, but I mean it so so genuinely –– this is definitely one of the most impactful experiences I've had at Harvard. I love reading/literature, and I had absolutely zero experience with creative writing before this course, but you don't need any. There was a decent mix of STEM/humanities people in the class, so don't think that you can't take it because you're an outsider to the English department or whatever. Paul is an incredible writer and thoughtful teacher, and you get to read these amazing and genuinely fascinating stories that are somehow written by your peers??? It's the kind of course where you can put in the amount of effort that you want to, but putting in more work/time will obviously make you get the most out of the class. All you have to do is read two of your classmates stories every week (which is such a nice change of pace if you're used to doing psets every night) and write a peer critique letter to them, and then write your story for your week. And you leave the semester with a completed short story of your very own, which is a cool achievement! TAKE A WRITING WORKSHOP WHILE YOU HAVE THE CHANCE –– you won't regret it!",0.9927,,0.0,,0.0,203264,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Workshop,Fiction Writing: Workshop
ENGLISH CRGS,The Surrounds: Writing Interiority and Outsiderness 001,Ghansah,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e896377756420b392c712c1bf989ff062a690cab7c6798319639054c7e97be5b0fe98ea29d2e58d7d76586d758251553&ReportType=2&regl=en-US,FAS-222543-2238-1-1-001,FAS-222543-2238-1-1-001(Ghansah),10.0,13.0,4.9,5.0,5.0,0.3015113445777636,4.8,5.0,5.0,0.6030226891555273,4.8,5.0,5.0,1.23,4.9,5.0,5.0,0.32,0.8824666666666667,0.9251,0.9274,0.114615368370331,0.0,0.0,0.0,0.0,"This class is one of the three best classes I've taken at Harvard, and any course with Rachel will be a privilege. Under Rachel's support and her ability to stretch her students' minds and encourage us to reimagine the world and the place we all hold in it, I learned so much more about myself and produced such rich writing that reflected the beauty of the intellectual journey this course takes you through. I've come out of this class with such a stronger sense of myself and my passions in this world –– I cannot say enough good things about this course or Rachel!",0.9824,,0.0,,0.0,,,,,,,,,
ENGLISH CVLL,Art of Listening. The Politics and Aesthetics of Sound 001,Luiselli,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b7af2d90f7bb2d111294a3f53b175c027999730f098fdf8c0af277c73f942fca23e09be4eb3f1e7c78d06633c7aabb34&ReportType=2&regl=en-US,FAS-222520-2238-1-1-001,FAS-222520-2238-1-1-001(Luiselli),9.0,13.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,4.63,4.0,3.0,1.85,5.0,5.0,5.0,0.0,0.711375,0.88775,0.0772,0.4278306703591971,0.0,0.0,0.0,0.0,"The premise of this class is tough to explain, but just trust it. Valeria is a wonderful professor, and the course is interdisciplinary in the best way: we read academic articles, essays, fiction, and poetry from all over the world, listened to audio, watched documentaries, and thought about sound from all kinds of different perspectives. The atmosphere of the class was friendly and collaborative, and it drew a fascinating group of students from around the university. If you're interested in a course that will stretch your mind in addition to giving you the chance to express yourself creatively, this is a great choice.",0.9928,,0.0,,0.0,,,,,,,,,
ENGLISH 10,Literature Today 001,Mukherjee,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=aa289b25d9a0b73addb79b0083e91c17667ddd03fc54cc53bfe7551e6dede3e8f8fe3280e5021463eff4aa5abd125143&ReportType=2&regl=en-US,FAS-132844-2238-1-1-001,FAS-132844-2238-1-1-001(Mukherjee),34.0,39.0,3.65,4.0,4.0,1.2547730653566622,4.1,4.0,5.0,0.8932971498777985,4.88,5.0,5.0,2.2,3.65,4.0,5.0,1.35,0.5958222222222223,0.6178,0.7735,0.3815166861751467,0.0,0.0,0.0,0.0,"i liked this course! it can be a bit disorganized at times, but the stuff we read is really fun, the assignments are pretty cool (most of them are creative), the course staff is really kind, and lectures are still really wonderful to listen to. it does get pretty theory–heavy, which, in the beginning, was kinda cool, but it eventually didn't feel super applicable. i think it would have been nice to change things up and do close readings every once in awhile rather than strictly focusing on theory, but oh well. still a good course! and required for english concentrators. lol.",0.992,"If you want to take an English class where you really delve into and discuss the texts, this isn't the class for you. It's mostly just a lecture where the professors tell you how they interpreted the book, and then you move on. That's not to say that their insight isn't interesting, but it can be a bit boring to sit there week after week.",-0.5313,,0.0,132844,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Lecture,Literature Today
ENGLISH 10,Literature Today 001,Serpell,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a8170c192d8f029ab1ce4c4538de743f8eb70fe2a35569684074a790a914d4621accefc59b4532cb2d1658c256c9682f&ReportType=2&regl=en-US,FAS-132844-2238-1-1-001,FAS-132844-2238-1-1-001(Serpell),34.0,39.0,3.65,4.0,4.0,1.2547730653566622,4.3,5.0,5.0,0.9835002426398924,4.88,5.0,5.0,2.2,3.65,4.0,5.0,1.35,0.5958222222222223,0.6178,0.8834,0.3815166861751467,0.0,0.0,0.0,0.0,"i liked this course! it can be a bit disorganized at times, but the stuff we read is really fun, the assignments are pretty cool (most of them are creative), the course staff is really kind, and lectures are still really wonderful to listen to. it does get pretty theory–heavy, which, in the beginning, was kinda cool, but it eventually didn't feel super applicable. i think it would have been nice to change things up and do close readings every once in awhile rather than strictly focusing on theory, but oh well. still a good course! and required for english concentrators. lol.",0.992,"If you want to take an English class where you really delve into and discuss the texts, this isn't the class for you. It's mostly just a lecture where the professors tell you how they interpreted the book, and then you move on. That's not to say that their insight isn't interesting, but it can be a bit boring to sit there week after week.",-0.5313,,0.0,132844,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Lecture,Literature Today
ENGLISH 20,Literary Forms 001,Burt,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0b574fe3c6a430e70cf65fc248ec312112aa414169e53d1f9dca1460d5fe9ad65379dac2fe23794e7515e6fa02ca018e&ReportType=2&regl=en-US,FAS-216063-2238-1-1-001,FAS-216063-2238-1-1-001(Burt),21.0,23.0,4.48,5.0,5.0,0.5938234271450248,4.71,5.0,5.0,0.4560480215720686,5.24,5.0,5.0,1.95,4.43,5.0,5.0,0.68,0.7903538461538462,0.9393,0.9612,0.3967280819725786,0.0,0.0,0.0,0.0,"this class is AWESOME. stephanie is the best. eunice (the teaching fellow) is so wonderful. the people are SUPER COOL. the material is really fun to read (for the most part). i read reviews for this course from recent years about how some people found it difficult to take a class with stephanie since then discussion is all over the place, and i can see that, but i think that's because stephanie is the smartest person probably ever, and so though it might feel a bit all over the place, the connections are all there and really fun to tease apart. if given the chance, i would not stop talking about how amazing stephanie and eunice are. please take this course.",0.987,"English 20 is a core class for any concentrators/secondary pursuers, so you just have to take it if you're one of those two. It however is a class that is very much varied and dependent on the professor teaching it. In this iteration, Stephanie is a great professor and is obviously very knowledgeable about the content. However, class can be a little disorganized due to her teaching style, which works for some people but personally did not work the best for me. She is also a very prominent professor of poetry, so a lot of the course was centered around poetry. Again, didn't work the best for me because I'm not the biggest fan of poetry, but it was still a good time nonetheless. All in all, take the class if you need to and go into it with an open mind — you really do learn a lot.",-0.4958,,0.0,216063,Primarily for Undergraduate Students,English,English,,Arts and Humanities,,Lecture,Literary Forms
